pos,interpolated ranks,Interpolated Average
QB,1,23.8
QB,1.1,23.59
QB,1.2,23.39
QB,1.3,23.18
QB,1.4,22.98
QB,1.5,22.77
QB,1.6,22.56
QB,1.7,22.36
QB,1.8,22.15
QB,1.9,21.95
QB,2,21.74
QB,2.1,21.64
QB,2.2,21.54
QB,2.3,21.43
QB,2.4,21.33
QB,2.5,21.23
QB,2.6,21.13
QB,2.7,21.03
QB,2.8,20.92
QB,2.9,20.82
QB,3,20.72
QB,3.1,20.63
QB,3.2,20.54
QB,3.3,20.44
QB,3.4,20.35
QB,3.5,20.26
QB,3.6,20.17
QB,3.7,20.08
QB,3.8,19.98
QB,3.9,19.89
QB,4,19.8
QB,4.1,19.75
QB,4.2,19.69
QB,4.3,19.64
QB,4.4,19.58
QB,4.5,19.53
QB,4.6,19.48
QB,4.7,19.42
QB,4.8,19.37
QB,4.9,19.31
QB,5,19.26
QB,5.1,19.21
QB,5.2,19.16
QB,5.3,19.1
QB,5.4,19.05
QB,5.5,19
QB,5.6,18.95
QB,5.7,18.9
QB,5.8,18.84
QB,5.9,18.79
QB,6,18.74
QB,6.1,18.7
QB,6.2,18.65
QB,6.3,18.61
QB,6.4,18.56
QB,6.5,18.52
QB,6.6,18.48
QB,6.7,18.43
QB,6.8,18.39
QB,6.9,18.34
QB,7,18.3
QB,7.1,18.27
QB,7.2,18.24
QB,7.3,18.2
QB,7.4,18.17
QB,7.5,18.14
QB,7.6,18.11
QB,7.7,18.08
QB,7.8,18.04
QB,7.9,18.01
QB,8,17.98
QB,8.1,17.95
QB,8.2,17.93
QB,8.3,17.9
QB,8.4,17.88
QB,8.5,17.85
QB,8.6,17.82
QB,8.7,17.8
QB,8.8,17.77
QB,8.9,17.75
QB,9,17.72
QB,9.1,17.7
QB,9.2,17.68
QB,9.3,17.67
QB,9.4,17.65
QB,9.5,17.63
QB,9.6,17.61
QB,9.7,17.59
QB,9.8,17.58
QB,9.9,17.56
QB,10,17.54
QB,10.1,17.52
QB,10.2,17.51
QB,10.3,17.49
QB,10.4,17.48
QB,10.5,17.46
QB,10.6,17.44
QB,10.7,17.43
QB,10.8,17.41
QB,10.9,17.4
QB,11,17.38
QB,11.1,17.37
QB,11.2,17.37
QB,11.3,17.36
QB,11.4,17.36
QB,11.5,17.35
QB,11.6,17.34
QB,11.7,17.34
QB,11.8,17.33
QB,11.9,17.33
QB,12,17.32
QB,12.1,17.29
QB,12.2,17.27
QB,12.3,17.24
QB,12.4,17.22
QB,12.5,17.19
QB,12.6,17.16
QB,12.7,17.14
QB,12.8,17.11
QB,12.9,17.09
QB,13,17.06
QB,13.1,17.04
QB,13.2,17.02
QB,13.3,17
QB,13.4,16.98
QB,13.5,16.96
QB,13.6,16.94
QB,13.7,16.92
QB,13.8,16.9
QB,13.9,16.88
QB,14,16.86
QB,14.1,16.83
QB,14.2,16.81
QB,14.3,16.78
QB,14.4,16.76
QB,14.5,16.73
QB,14.6,16.7
QB,14.7,16.68
QB,14.8,16.65
QB,14.9,16.63
QB,15,16.6
QB,15.1,16.59
QB,15.2,16.57
QB,15.3,16.56
QB,15.4,16.54
QB,15.5,16.53
QB,15.6,16.52
QB,15.7,16.5
QB,15.8,16.49
QB,15.9,16.47
QB,16,16.46
QB,16.1,16.43
QB,16.2,16.4
QB,16.3,16.38
QB,16.4,16.35
QB,16.5,16.32
QB,16.6,16.29
QB,16.7,16.26
QB,16.8,16.24
QB,16.9,16.21
QB,17,16.18
QB,17.1,16.15
QB,17.2,16.12
QB,17.3,16.09
QB,17.4,16.06
QB,17.5,16.03
QB,17.6,16
QB,17.7,15.97
QB,17.8,15.94
QB,17.9,15.91
QB,18,15.88
QB,18.1,15.87
QB,18.2,15.85
QB,18.3,15.84
QB,18.4,15.82
QB,18.5,15.81
QB,18.6,15.8
QB,18.7,15.78
QB,18.8,15.77
QB,18.9,15.75
QB,19,15.74
QB,19.1,15.72
QB,19.2,15.69
QB,19.3,15.67
QB,19.4,15.64
QB,19.5,15.62
QB,19.6,15.6
QB,19.7,15.57
QB,19.8,15.55
QB,19.9,15.52
QB,20,15.5
QB,20.1,15.46
QB,20.2,15.41
QB,20.3,15.37
QB,20.4,15.32
QB,20.5,15.28
QB,20.6,15.24
QB,20.7,15.19
QB,20.8,15.15
QB,20.9,15.1
QB,21,15.06
QB,21.1,15.06
QB,21.2,15.05
QB,21.3,15.05
QB,21.4,15.04
QB,21.5,15.04
QB,21.6,15.04
QB,21.7,15.03
QB,21.8,15.03
QB,21.9,15.02
QB,22,15.02
QB,22.1,14.99
QB,22.2,14.97
QB,22.3,14.94
QB,22.4,14.92
QB,22.5,14.89
QB,22.6,14.86
QB,22.7,14.84
QB,22.8,14.81
QB,22.9,14.79
QB,23,14.76
QB,23.1,14.75
QB,23.2,14.74
QB,23.3,14.74
QB,23.4,14.73
QB,23.5,14.72
QB,23.6,14.71
QB,23.7,14.7
QB,23.8,14.7
QB,23.9,14.69
QB,24,14.68
QB,24.1,14.64
QB,24.2,14.6
QB,24.3,14.57
QB,24.4,14.53
QB,24.5,14.49
QB,24.6,14.45
QB,24.7,14.41
QB,24.8,14.38
QB,24.9,14.34
QB,25,14.3
QB,25.1,14.28
QB,25.2,14.26
QB,25.3,14.24
QB,25.4,14.22
QB,25.5,14.2
QB,25.6,14.18
QB,25.7,14.16
QB,25.8,14.14
QB,25.9,14.12
QB,26,14.1
QB,26.1,14.06
QB,26.2,14.02
QB,26.3,13.97
QB,26.4,13.93
QB,26.5,13.89
QB,26.6,13.85
QB,26.7,13.81
QB,26.8,13.76
QB,26.9,13.72
QB,27,13.68
QB,27.1,13.66
QB,27.2,13.64
QB,27.3,13.62
QB,27.4,13.6
QB,27.5,13.58
QB,27.6,13.56
QB,27.7,13.54
QB,27.8,13.52
QB,27.9,13.5
QB,28,13.48
QB,28.1,13.45
QB,28.2,13.41
QB,28.3,13.38
QB,28.4,13.34
QB,28.5,13.31
QB,28.6,13.28
QB,28.7,13.24
QB,28.8,13.21
QB,28.9,13.17
QB,29,13.14
QB,29.1,13.11
QB,29.2,13.09
QB,29.3,13.06
QB,29.4,13.04
QB,29.5,13.01
QB,29.6,12.98
QB,29.7,12.96
QB,29.8,12.93
QB,29.9,12.91
QB,30,12.88
QB,30.1,12.84
QB,30.2,12.8
QB,30.3,12.76
QB,30.4,12.72
QB,30.5,12.68
QB,30.6,12.64
QB,30.7,12.6
QB,30.8,12.56
QB,30.9,12.52
QB,31,12.48
QB,31.1,12.44
QB,31.2,12.4
QB,31.3,12.36
QB,31.4,12.32
QB,31.5,12.28
QB,31.6,12.24
QB,31.7,12.2
QB,31.8,12.16
QB,31.9,12.12
QB,32,12.08
QB,32.1,12.04
QB,32.2,12.01
QB,32.3,11.97
QB,32.4,11.94
QB,32.5,11.9
QB,32.6,11.86
QB,32.7,11.83
QB,32.8,11.79
QB,32.9,11.76
QB,33,11.72
QB,33.1,11.69
QB,33.2,11.67
QB,33.3,11.64
QB,33.4,11.62
QB,33.5,11.59
QB,33.6,11.56
QB,33.7,11.54
QB,33.8,11.51
QB,33.9,11.49
QB,34,11.46
QB,34.1,11.43
QB,34.2,11.4
QB,34.3,11.36
QB,34.4,11.33
QB,34.5,11.3
QB,34.6,11.27
QB,34.7,11.24
QB,34.8,11.2
QB,34.9,11.17
QB,35,11.14
QB,35.1,11.11
QB,35.2,11.08
QB,35.3,11.04
QB,35.4,11.01
QB,35.5,10.98
QB,35.6,10.95
QB,35.7,10.92
QB,35.8,10.88
QB,35.9,10.85
QB,36,10.82
QB,36.1,10.81
QB,36.2,10.8
QB,36.3,10.8
QB,36.4,10.79
QB,36.5,10.78
QB,36.6,10.77
QB,36.7,10.76
QB,36.8,10.76
QB,36.9,10.75
QB,37,10.74
QB,37.1,10.72
QB,37.2,10.69
QB,37.3,10.67
QB,37.4,10.64
QB,37.5,10.62
QB,37.6,10.6
QB,37.7,10.57
QB,37.8,10.55
QB,37.9,10.52
QB,38,10.5
QB,38.1,10.48
QB,38.2,10.45
QB,38.3,10.43
QB,38.4,10.4
QB,38.5,10.38
QB,38.6,10.36
QB,38.7,10.33
QB,38.8,10.31
QB,38.9,10.28
QB,39,10.26
QB,39.1,10.25
QB,39.2,10.23
QB,39.3,10.22
QB,39.4,10.2
QB,39.5,10.19
QB,39.6,10.18
QB,39.7,10.16
QB,39.8,10.15
QB,39.9,10.13
QB,40,10.12
QB,40.1,10.1
QB,40.2,10.09
QB,40.3,10.07
QB,40.4,10.06
QB,40.5,10.04
QB,40.6,10.02
QB,40.7,10.01
QB,40.8,9.99
QB,40.9,9.98
QB,41,9.96
QB,41.1,9.93
QB,41.2,9.9
QB,41.3,9.87
QB,41.4,9.84
QB,41.5,9.81
QB,41.6,9.78
QB,41.7,9.75
QB,41.8,9.72
QB,41.9,9.69
QB,42,9.66
QB,42.1,9.6
QB,42.2,9.54
QB,42.3,9.48
QB,42.4,9.42
QB,42.5,9.36
QB,42.6,9.3
QB,42.7,9.24
QB,42.8,9.18
QB,42.9,9.12
QB,43,9.06
QB,43.1,8.99
QB,43.2,8.91
QB,43.3,8.84
QB,43.4,8.76
QB,43.5,8.69
QB,43.6,8.62
QB,43.7,8.54
QB,43.8,8.47
QB,43.9,8.39
QB,44,8.32
QB,44.1,8.25
QB,44.2,8.19
QB,44.3,8.12
QB,44.4,8.06
QB,44.5,7.99
QB,44.6,7.92
QB,44.7,7.86
QB,44.8,7.79
QB,44.9,7.73
QB,45,7.66
QB,45.1,7.62
QB,45.2,7.58
QB,45.3,7.54
QB,45.4,7.5
QB,45.5,7.46
QB,45.6,7.42
QB,45.7,7.38
QB,45.8,7.34
QB,45.9,7.3
QB,46,7.26
QB,46.1,7.22
QB,46.2,7.18
QB,46.3,7.14
QB,46.4,7.1
QB,46.5,7.06
QB,46.6,7.02
QB,46.7,6.98
QB,46.8,6.94
QB,46.9,6.9
QB,47,6.86
QB,47.1,6.82
QB,47.2,6.78
QB,47.3,6.75
QB,47.4,6.71
QB,47.5,6.67
QB,47.6,6.63
QB,47.7,6.59
QB,47.8,6.56
QB,47.9,6.52
QB,48,6.48
QB,48.1,6.43
QB,48.2,6.37
QB,48.3,6.32
QB,48.4,6.26
QB,48.5,6.21
QB,48.6,6.16
QB,48.7,6.1
QB,48.8,6.05
QB,48.9,5.99
QB,49,5.94
QB,49.1,5.91
QB,49.2,5.88
QB,49.3,5.84
QB,49.4,5.81
QB,49.5,5.78
QB,49.6,5.75
QB,49.7,5.72
QB,49.8,5.68
QB,49.9,5.65
QB,50,5.62
QB,50.1,5.58
QB,50.2,5.54
QB,50.3,5.49
QB,50.4,5.45
QB,50.5,5.41
QB,50.6,5.37
QB,50.7,5.33
QB,50.8,5.28
QB,50.9,5.24
QB,51,5.2
QB,51.1,5.13
QB,51.2,5.07
QB,51.3,5
QB,51.4,4.94
QB,51.5,4.87
QB,51.6,4.8
QB,51.7,4.74
QB,51.8,4.67
QB,51.9,4.61
QB,52,4.54
QB,52.1,4.51
QB,52.2,4.48
QB,52.3,4.44
QB,52.4,4.41
QB,52.5,4.38
QB,52.6,4.35
QB,52.7,4.32
QB,52.8,4.28
QB,52.9,4.25
QB,53,4.22
QB,53.1,4.2
QB,53.2,4.19
QB,53.3,4.17
QB,53.4,4.16
QB,53.5,4.14
QB,53.6,4.12
QB,53.7,4.11
QB,53.8,4.09
QB,53.9,4.08
QB,54,4.06
QB,54.1,4.01
QB,54.2,3.96
QB,54.3,3.92
QB,54.4,3.87
QB,54.5,3.82
QB,54.6,3.77
QB,54.7,3.72
QB,54.8,3.68
QB,54.9,3.63
QB,55,3.58
QB,55.1,3.55
QB,55.2,3.53
QB,55.3,3.5
QB,55.4,3.48
QB,55.5,3.45
QB,55.6,3.42
QB,55.7,3.4
QB,55.8,3.37
QB,55.9,3.35
QB,56,3.32
QB,56.1,3.25
QB,56.2,3.18
QB,56.3,3.1
QB,56.4,3.03
QB,56.5,2.96
QB,56.6,2.89
QB,56.7,2.82
QB,56.8,2.74
QB,56.9,2.67
QB,57,2.6
QB,57.1,2.56
QB,57.2,2.53
QB,57.3,2.49
QB,57.4,2.46
QB,57.5,2.42
QB,57.6,2.38
QB,57.7,2.35
QB,57.8,2.31
QB,57.9,2.28
QB,58,2.24
QB,58.1,4.47
QB,58.2,6.71
QB,58.3,8.94
QB,58.4,11.18
QB,58.5,13.41
QB,58.6,15.64
QB,58.7,17.88
QB,58.8,20.11
QB,58.9,22.35
QB,59,24.58
RB,1,24.58
RB,1.1,24.37
RB,1.2,24.17
RB,1.3,23.96
RB,1.4,23.76
RB,1.5,23.55
RB,1.6,23.34
RB,1.7,23.14
RB,1.8,22.93
RB,1.9,22.73
RB,2,22.52
RB,2.1,22.35
RB,2.2,22.17
RB,2.3,22
RB,2.4,21.82
RB,2.5,21.65
RB,2.6,21.48
RB,2.7,21.3
RB,2.8,21.13
RB,2.9,20.95
RB,3,20.78
RB,3.1,20.68
RB,3.2,20.58
RB,3.3,20.47
RB,3.4,20.37
RB,3.5,20.27
RB,3.6,20.17
RB,3.7,20.07
RB,3.8,19.96
RB,3.9,19.86
RB,4,19.76
RB,4.1,19.67
RB,4.2,19.58
RB,4.3,19.48
RB,4.4,19.39
RB,4.5,19.3
RB,4.6,19.21
RB,4.7,19.12
RB,4.8,19.02
RB,4.9,18.93
RB,5,18.84
RB,5.1,18.76
RB,5.2,18.68
RB,5.3,18.59
RB,5.4,18.51
RB,5.5,18.43
RB,5.6,18.35
RB,5.7,18.27
RB,5.8,18.18
RB,5.9,18.1
RB,6,18.02
RB,6.1,17.94
RB,6.2,17.86
RB,6.3,17.78
RB,6.4,17.7
RB,6.5,17.62
RB,6.6,17.54
RB,6.7,17.46
RB,6.8,17.38
RB,6.9,17.3
RB,7,17.22
RB,7.1,17.18
RB,7.2,17.13
RB,7.3,17.09
RB,7.4,17.04
RB,7.5,17
RB,7.6,16.96
RB,7.7,16.91
RB,7.8,16.87
RB,7.9,16.82
RB,8,16.78
RB,8.1,16.7
RB,8.2,16.63
RB,8.3,16.55
RB,8.4,16.48
RB,8.5,16.4
RB,8.6,16.32
RB,8.7,16.25
RB,8.8,16.17
RB,8.9,16.1
RB,9,16.02
RB,9.1,15.99
RB,9.2,15.97
RB,9.3,15.94
RB,9.4,15.92
RB,9.5,15.89
RB,9.6,15.86
RB,9.7,15.84
RB,9.8,15.81
RB,9.9,15.79
RB,10,15.76
RB,10.1,15.71
RB,10.2,15.66
RB,10.3,15.62
RB,10.4,15.57
RB,10.5,15.52
RB,10.6,15.47
RB,10.7,15.42
RB,10.8,15.38
RB,10.9,15.33
RB,11,15.28
RB,11.1,15.25
RB,11.2,15.22
RB,11.3,15.2
RB,11.4,15.17
RB,11.5,15.14
RB,11.6,15.11
RB,11.7,15.08
RB,11.8,15.06
RB,11.9,15.03
RB,12,15
RB,12.1,14.96
RB,12.2,14.92
RB,12.3,14.88
RB,12.4,14.84
RB,12.5,14.8
RB,12.6,14.76
RB,12.7,14.72
RB,12.8,14.68
RB,12.9,14.64
RB,13,14.6
RB,13.1,14.58
RB,13.2,14.56
RB,13.3,14.53
RB,13.4,14.51
RB,13.5,14.49
RB,13.6,14.47
RB,13.7,14.45
RB,13.8,14.42
RB,13.9,14.4
RB,14,14.38
RB,14.1,14.34
RB,14.2,14.31
RB,14.3,14.27
RB,14.4,14.24
RB,14.5,14.2
RB,14.6,14.16
RB,14.7,14.13
RB,14.8,14.09
RB,14.9,14.06
RB,15,14.02
RB,15.1,14
RB,15.2,13.97
RB,15.3,13.95
RB,15.4,13.92
RB,15.5,13.9
RB,15.6,13.88
RB,15.7,13.85
RB,15.8,13.83
RB,15.9,13.8
RB,16,13.78
RB,16.1,13.76
RB,16.2,13.73
RB,16.3,13.71
RB,16.4,13.68
RB,16.5,13.66
RB,16.6,13.64
RB,16.7,13.61
RB,16.8,13.59
RB,16.9,13.56
RB,17,13.54
RB,17.1,13.52
RB,17.2,13.5
RB,17.3,13.47
RB,17.4,13.45
RB,17.5,13.43
RB,17.6,13.41
RB,17.7,13.39
RB,17.8,13.36
RB,17.9,13.34
RB,18,13.32
RB,18.1,13.3
RB,18.2,13.28
RB,18.3,13.26
RB,18.4,13.24
RB,18.5,13.22
RB,18.6,13.2
RB,18.7,13.18
RB,18.8,13.16
RB,18.9,13.14
RB,19,13.12
RB,19.1,13.1
RB,19.2,13.07
RB,19.3,13.05
RB,19.4,13.02
RB,19.5,13
RB,19.6,12.98
RB,19.7,12.95
RB,19.8,12.93
RB,19.9,12.9
RB,20,12.88
RB,20.1,12.87
RB,20.2,12.85
RB,20.3,12.84
RB,20.4,12.82
RB,20.5,12.81
RB,20.6,12.8
RB,20.7,12.78
RB,20.8,12.77
RB,20.9,12.75
RB,21,12.74
RB,21.1,12.71
RB,21.2,12.68
RB,21.3,12.65
RB,21.4,12.62
RB,21.5,12.59
RB,21.6,12.56
RB,21.7,12.53
RB,21.8,12.5
RB,21.9,12.47
RB,22,12.44
RB,22.1,12.42
RB,22.2,12.4
RB,22.3,12.39
RB,22.4,12.37
RB,22.5,12.35
RB,22.6,12.33
RB,22.7,12.31
RB,22.8,12.3
RB,22.9,12.28
RB,23,12.26
RB,23.1,12.24
RB,23.2,12.22
RB,23.3,12.2
RB,23.4,12.18
RB,23.5,12.16
RB,23.6,12.14
RB,23.7,12.12
RB,23.8,12.1
RB,23.9,12.08
RB,24,12.06
RB,24.1,12.05
RB,24.2,12.03
RB,24.3,12.02
RB,24.4,12
RB,24.5,11.99
RB,24.6,11.98
RB,24.7,11.96
RB,24.8,11.95
RB,24.9,11.93
RB,25,11.92
RB,25.1,11.91
RB,25.2,11.89
RB,25.3,11.88
RB,25.4,11.86
RB,25.5,11.85
RB,25.6,11.84
RB,25.7,11.82
RB,25.8,11.81
RB,25.9,11.79
RB,26,11.78
RB,26.1,11.77
RB,26.2,11.76
RB,26.3,11.76
RB,26.4,11.75
RB,26.5,11.74
RB,26.6,11.73
RB,26.7,11.72
RB,26.8,11.72
RB,26.9,11.71
RB,27,11.7
RB,27.1,11.66
RB,27.2,11.63
RB,27.3,11.59
RB,27.4,11.56
RB,27.5,11.52
RB,27.6,11.48
RB,27.7,11.45
RB,27.8,11.41
RB,27.9,11.38
RB,28,11.34
RB,28.1,11.33
RB,28.2,11.32
RB,28.3,11.3
RB,28.4,11.29
RB,28.5,11.28
RB,28.6,11.27
RB,28.7,11.26
RB,28.8,11.24
RB,28.9,11.23
RB,29,11.22
RB,29.1,11.2
RB,29.2,11.17
RB,29.3,11.15
RB,29.4,11.12
RB,29.5,11.1
RB,29.6,11.08
RB,29.7,11.05
RB,29.8,11.03
RB,29.9,11
RB,30,10.98
RB,30.1,10.96
RB,30.2,10.94
RB,30.3,10.91
RB,30.4,10.89
RB,30.5,10.87
RB,30.6,10.85
RB,30.7,10.83
RB,30.8,10.8
RB,30.9,10.78
RB,31,10.76
RB,31.1,10.75
RB,31.2,10.75
RB,31.3,10.74
RB,31.4,10.74
RB,31.5,10.73
RB,31.6,10.72
RB,31.7,10.72
RB,31.8,10.71
RB,31.9,10.71
RB,32,10.7
RB,32.1,10.69
RB,32.2,10.68
RB,32.3,10.66
RB,32.4,10.65
RB,32.5,10.64
RB,32.6,10.63
RB,32.7,10.62
RB,32.8,10.6
RB,32.9,10.59
RB,33,10.58
RB,33.1,10.57
RB,33.2,10.56
RB,33.3,10.56
RB,33.4,10.55
RB,33.5,10.54
RB,33.6,10.53
RB,33.7,10.52
RB,33.8,10.52
RB,33.9,10.51
RB,34,10.5
RB,34.1,10.47
RB,34.2,10.45
RB,34.3,10.42
RB,34.4,10.4
RB,34.5,10.37
RB,34.6,10.34
RB,34.7,10.32
RB,34.8,10.29
RB,34.9,10.27
RB,35,10.24
RB,35.1,10.23
RB,35.2,10.23
RB,35.3,10.22
RB,35.4,10.22
RB,35.5,10.21
RB,35.6,10.2
RB,35.7,10.2
RB,35.8,10.19
RB,35.9,10.19
RB,36,10.18
RB,36.1,10.16
RB,36.2,10.15
RB,36.3,10.13
RB,36.4,10.12
RB,36.5,10.1
RB,36.6,10.08
RB,36.7,10.07
RB,36.8,10.05
RB,36.9,10.04
RB,37,10.02
RB,37.1,10
RB,37.2,9.97
RB,37.3,9.95
RB,37.4,9.92
RB,37.5,9.9
RB,37.6,9.88
RB,37.7,9.85
RB,37.8,9.83
RB,37.9,9.8
RB,38,9.78
RB,38.1,9.78
RB,38.2,9.77
RB,38.3,9.77
RB,38.4,9.76
RB,38.5,9.76
RB,38.6,9.76
RB,38.7,9.75
RB,38.8,9.75
RB,38.9,9.74
RB,39,9.74
RB,39.1,9.73
RB,39.2,9.72
RB,39.3,9.7
RB,39.4,9.69
RB,39.5,9.68
RB,39.6,9.67
RB,39.7,9.66
RB,39.8,9.64
RB,39.9,9.63
RB,40,9.62
RB,40.1,9.61
RB,40.2,9.6
RB,40.3,9.58
RB,40.4,9.57
RB,40.5,9.56
RB,40.6,9.55
RB,40.7,9.54
RB,40.8,9.52
RB,40.9,9.51
RB,41,9.5
RB,41.1,9.49
RB,41.2,9.48
RB,41.3,9.48
RB,41.4,9.47
RB,41.5,9.46
RB,41.6,9.45
RB,41.7,9.44
RB,41.8,9.44
RB,41.9,9.43
RB,42,9.42
RB,42.1,9.41
RB,42.2,9.4
RB,42.3,9.38
RB,42.4,9.37
RB,42.5,9.36
RB,42.6,9.35
RB,42.7,9.34
RB,42.8,9.32
RB,42.9,9.31
RB,43,9.3
RB,43.1,9.28
RB,43.2,9.25
RB,43.3,9.23
RB,43.4,9.2
RB,43.5,9.18
RB,43.6,9.16
RB,43.7,9.13
RB,43.8,9.11
RB,43.9,9.08
RB,44,9.06
RB,44.1,9.05
RB,44.2,9.03
RB,44.3,9.02
RB,44.4,9
RB,44.5,8.99
RB,44.6,8.98
RB,44.7,8.96
RB,44.8,8.95
RB,44.9,8.93
RB,45,8.92
RB,45.1,8.91
RB,45.2,8.9
RB,45.3,8.88
RB,45.4,8.87
RB,45.5,8.86
RB,45.6,8.85
RB,45.7,8.84
RB,45.8,8.82
RB,45.9,8.81
RB,46,8.8
RB,46.1,8.79
RB,46.2,8.78
RB,46.3,8.78
RB,46.4,8.77
RB,46.5,8.76
RB,46.6,8.75
RB,46.7,8.74
RB,46.8,8.74
RB,46.9,8.73
RB,47,8.72
RB,47.1,8.71
RB,47.2,8.69
RB,47.3,8.68
RB,47.4,8.66
RB,47.5,8.65
RB,47.6,8.64
RB,47.7,8.62
RB,47.8,8.61
RB,47.9,8.59
RB,48,8.58
RB,48.1,8.58
RB,48.2,8.57
RB,48.3,8.57
RB,48.4,8.56
RB,48.5,8.56
RB,48.6,8.56
RB,48.7,8.55
RB,48.8,8.55
RB,48.9,8.54
RB,49,8.54
RB,49.1,8.53
RB,49.2,8.52
RB,49.3,8.51
RB,49.4,8.5
RB,49.5,8.49
RB,49.6,8.48
RB,49.7,8.47
RB,49.8,8.46
RB,49.9,8.45
RB,50,8.44
RB,50.1,8.43
RB,50.2,8.42
RB,50.3,8.42
RB,50.4,8.41
RB,50.5,8.4
RB,50.6,8.39
RB,50.7,8.38
RB,50.8,8.38
RB,50.9,8.37
RB,51,8.36
RB,51.1,8.35
RB,51.2,8.33
RB,51.3,8.32
RB,51.4,8.3
RB,51.5,8.29
RB,51.6,8.28
RB,51.7,8.26
RB,51.8,8.25
RB,51.9,8.23
RB,52,8.22
RB,52.1,8.21
RB,52.2,8.2
RB,52.3,8.19
RB,52.4,8.18
RB,52.5,8.17
RB,52.6,8.16
RB,52.7,8.15
RB,52.8,8.14
RB,52.9,8.13
RB,53,8.12
RB,53.1,8.11
RB,53.2,8.1
RB,53.3,8.08
RB,53.4,8.07
RB,53.5,8.06
RB,53.6,8.05
RB,53.7,8.04
RB,53.8,8.02
RB,53.9,8.01
RB,54,8
RB,54.1,8
RB,54.2,7.99
RB,54.3,7.99
RB,54.4,7.98
RB,54.5,7.98
RB,54.6,7.98
RB,54.7,7.97
RB,54.8,7.97
RB,54.9,7.96
RB,55,7.96
RB,55.1,7.96
RB,55.2,7.95
RB,55.3,7.95
RB,55.4,7.94
RB,55.5,7.94
RB,55.6,7.94
RB,55.7,7.93
RB,55.8,7.93
RB,55.9,7.92
RB,56,7.92
RB,56.1,7.91
RB,56.2,7.91
RB,56.3,7.9
RB,56.4,7.9
RB,56.5,7.89
RB,56.6,7.88
RB,56.7,7.88
RB,56.8,7.87
RB,56.9,7.87
RB,57,7.86
RB,57.1,7.85
RB,57.2,7.84
RB,57.3,7.84
RB,57.4,7.83
RB,57.5,7.82
RB,57.6,7.81
RB,57.7,7.8
RB,57.8,7.8
RB,57.9,7.79
RB,58,7.78
RB,58.1,7.77
RB,58.2,7.77
RB,58.3,7.76
RB,58.4,7.76
RB,58.5,7.75
RB,58.6,7.74
RB,58.7,7.74
RB,58.8,7.73
RB,58.9,7.73
RB,59,7.72
RB,59.1,7.72
RB,59.2,7.71
RB,59.3,7.71
RB,59.4,7.7
RB,59.5,7.7
RB,59.6,7.7
RB,59.7,7.69
RB,59.8,7.69
RB,59.9,7.68
RB,60,7.68
RB,60.1,7.67
RB,60.2,7.66
RB,60.3,7.65
RB,60.4,7.64
RB,60.5,7.63
RB,60.6,7.62
RB,60.7,7.61
RB,60.8,7.6
RB,60.9,7.59
RB,61,7.58
RB,61.1,7.56
RB,61.2,7.53
RB,61.3,7.51
RB,61.4,7.48
RB,61.5,7.46
RB,61.6,7.44
RB,61.7,7.41
RB,61.8,7.39
RB,61.9,7.36
RB,62,7.34
RB,62.1,7.33
RB,62.2,7.33
RB,62.3,7.32
RB,62.4,7.32
RB,62.5,7.31
RB,62.6,7.3
RB,62.7,7.3
RB,62.8,7.29
RB,62.9,7.29
RB,63,7.28
RB,63.1,7.27
RB,63.2,7.26
RB,63.3,7.24
RB,63.4,7.23
RB,63.5,7.22
RB,63.6,7.21
RB,63.7,7.2
RB,63.8,7.18
RB,63.9,7.17
RB,64,7.16
RB,64.1,7.15
RB,64.2,7.14
RB,64.3,7.13
RB,64.4,7.12
RB,64.5,7.11
RB,64.6,7.1
RB,64.7,7.09
RB,64.8,7.08
RB,64.9,7.07
RB,65,7.06
RB,65.1,7.04
RB,65.2,7.01
RB,65.3,6.99
RB,65.4,6.96
RB,65.5,6.94
RB,65.6,6.92
RB,65.7,6.89
RB,65.8,6.87
RB,65.9,6.84
RB,66,6.82
RB,66.1,6.81
RB,66.2,6.8
RB,66.3,6.79
RB,66.4,6.78
RB,66.5,6.77
RB,66.6,6.76
RB,66.7,6.75
RB,66.8,6.74
RB,66.9,6.73
RB,67,6.72
RB,67.1,6.71
RB,67.2,6.69
RB,67.3,6.68
RB,67.4,6.66
RB,67.5,6.65
RB,67.6,6.64
RB,67.7,6.62
RB,67.8,6.61
RB,67.9,6.59
RB,68,6.58
RB,68.1,6.57
RB,68.2,6.56
RB,68.3,6.56
RB,68.4,6.55
RB,68.5,6.54
RB,68.6,6.53
RB,68.7,6.52
RB,68.8,6.52
RB,68.9,6.51
RB,69,6.5
RB,69.1,6.48
RB,69.2,6.45
RB,69.3,6.43
RB,69.4,6.4
RB,69.5,6.38
RB,69.6,6.36
RB,69.7,6.33
RB,69.8,6.31
RB,69.9,6.28
RB,70,6.26
RB,70.1,6.25
RB,70.2,6.23
RB,70.3,6.22
RB,70.4,6.2
RB,70.5,6.19
RB,70.6,6.18
RB,70.7,6.16
RB,70.8,6.15
RB,70.9,6.13
RB,71,6.12
RB,71.1,6.11
RB,71.2,6.1
RB,71.3,6.08
RB,71.4,6.07
RB,71.5,6.06
RB,71.6,6.05
RB,71.7,6.04
RB,71.8,6.02
RB,71.9,6.01
RB,72,6
RB,72.1,6
RB,72.2,5.99
RB,72.3,5.99
RB,72.4,5.98
RB,72.5,5.98
