Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
89,,Vance McDonaldV. McDonald PIT,TE8,7,48,235,92.3,24.3,83.0,-6.0
90,,Marvin JonesM. Jones DET,WR38,5,62,158,92.6,15.0,93.0,+3.0
91,,Royce FreemanR. Freeman DEN,RB38,10,56,147,93.7,18.3,104.0,+13.0
92,,Devin SingletaryD. Singletary BUF,RB39,6,29,278,91.6,35.3,97.0,+5.0
93,,Dante PettisD. Pettis SF,WR39,4,44,152,95.7,17.2,107.0,+14.0
94,,Larry FitzgeraldL. Fitzgerald ARI,WR40,12,49,148,96.0,17.4,102.0,+8.0
95,,Russell WilsonR. Wilson SEA,QB8,11,54,270,97.8,16.4,88.0,-7.0
96,,David NjokuD. Njoku CLE,TE9,7,48,211,99.7,23.2,86.0,-10.0
97,,Josh GordonJ. Gordon SEA,WR41,11,31,251,75.5,31.1,65.0,-32.0
98,,Jared GoffJ. Goff LAR,QB9,9,62,272,102.0,15.0,91.0,-7.0
Tier 8,
99,,Jameis WinstonJ. Winston TB,QB10,7,59,275,105.6,13.6,116.0,+17.0
100,,Dion LewisD. Lewis TEN,RB40,11,65,200,105.6,20.6,128.0,+28.0
101,,Drew BreesD. Brees NO,QB11,9,36,274,106.5,16.8,80.0,-21.0
102,,Austin HooperA. Hooper ATL,TE10,9,48,211,107.4,25.4,105.0,+3.0
103,,Jordan HowardJ. Howard PHI,RB41,10,53,215,108.2,26.4,94.0,-9.0
104,,Emmanuel SandersE. Sanders SF,WR42,4,47,203,105.9,23.5,87.0,-17.0
105,,Geronimo AllisonG. Allison GB,WR43,11,53,152,112.4,17.4,111.0,+6.0
106,,Kalen BallageK. Ballage MIA,RB42,5,58,200,113.2,23.2,124.0,+18.0
107,,Courtland SuttonC. Sutton DEN,WR44,10,66,194,111.8,17.8,103.0,-4.0
108,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR45,11,67,233,114.7,20.5,109.0,+1.0
109,,Lamar JacksonL. Jackson BAL,QB12,8,62,265,114.7,19.4,118.0,+9.0
110,,Darrell HendersonD. Henderson LAR,RB43,9,40,257,111.1,28.4,100.0,-10.0
111,,Kyler MurrayK. Murray ARI,QB13,12,69,273,116.3,25.3,115.0,+4.0
112,,Delanie WalkerD. Walker TEN,TE11,11,55,291,119.3,29.0,114.0,+2.0
113,,Peyton BarberP. Barber TB,RB44,7,68,201,120.2,25.5,117.0,+4.0
114,,Ben RoethlisbergerB. Roethlisberger PIT,QB14,7,63,281,120.7,17.9,106.0,-8.0
115,,Dak PrescottD. Prescott DAL,QB15,8,69,271,122.0,18.7,130.0,+15.0
116,,Michael GallupM. Gallup DAL,WR46,8,76,259,122.1,24.7,119.0,+3.0
117,,Tyrell WilliamsT. Williams OAK,WR47,6,55,259,124.2,33.3,135.0,+18.0
118,,Anthony MillerA. Miller CHI,WR48,6,66,227,120.3,19.6,134.0,+16.0
119,,Jamison CrowderJ. Crowder NYJ,WR49,4,72,218,124.3,21.3,140.0,+21.0
120,,Nyheim HinesN. Hines IND,RB45,6,73,242,121.1,29.7,138.0,+18.0
121,,DeSean JacksonD. Jackson PHI,WR50,10,67,201,123.8,21.6,132.0,+11.0
122,,Justice HillJ. Hill BAL,RB46,8,58,275,125.3,37.6,149.0,+27.0
123,,Donte MoncriefD. Moncrief FA,WR51,,56,269,128.6,29.9,126.0,+3.0
124,,John BrownJ. Brown BUF,WR52,6,66,215,128.7,19.8,146.0,+22.0
125,,Justin JacksonJ. Jackson LAC,RB47,12,71,253,128.3,39.5,129.0,+4.0
126,,Philip RiversP. Rivers LAC,QB16,12,75,287,133.0,17.7,125.0,-1.0
127,,Jaylen SamuelsJ. Samuels PIT,RB48,7,68,207,127.5,24.8,123.0,-4.0
128,,Keke CouteeK. Coutee HOU,WR53,10,87,218,128.5,22.5,148.0,+20.0
129,,Golden TateG. Tate NYG,WR54,11,74,216,128.9,22.0,131.0,+2.0
130,,Mitch TrubiskyM. Trubisky CHI,QB17,6,84,277,140.4,23.3,154.0,+24.0
Tier 9,
131,,Tom BradyT. Brady NE,QB18,10,85,279,142.5,23.0,108.0,-23.0
132,,Eric EbronE. Ebron IND,TE12,6,52,297,143.4,44.1,92.0,-40.0
133,,Adrian PetersonA. Peterson WAS,RB49,10,61,225,138.8,28.5,133.0,0.0
134,,James WashingtonJ. Washington PIT,WR55,7,76,276,142.6,26.4,112.0,-22.0
135,,Kirk CousinsK. Cousins MIN,QB19,12,85,278,144.5,22.4,141.0,+6.0
136,,Ronald Jones IIR. Jones TB,RB50,7,50,226,136.4,32.9,145.0,+9.0
137,,Mark AndrewsM. Andrews BAL,TE13,8,82,313,149.7,51.4,153.0,+16.0
138,,Chris ThompsonC. Thompson WAS,RB51,10,73,247,136.3,32.3,225.0,+87.0
139,,Carlos HydeC. Hyde HOU,RB52,10,60,239,142.4,31.9,167.0,+28.0
140,,Josh AllenJ. Allen BUF,QB20,6,85,276,149.9,24.0,175.0,+35.0
141,,Albert WilsonA. Wilson MIA,WR56,5,76,294,153.8,39.8,204.0,+63.0
142,,Ito SmithI. Smith ATL,RB53,9,78,252,147.2,32.0,156.0,+14.0
143,,Mohamed SanuM. Sanu NE,WR57,10,100,265,157.5,33.2,172.0,+29.0
144,,Jimmy GaroppoloJ. Garoppolo SF,QB21,4,85,280,159.7,23.2,165.0,+21.0
145,,Giovani BernardG. Bernard CIN,RB54,9,73,237,147.9,28.6,198.0,+53.0
146,,Trey BurtonT. Burton CHI,TE14,6,87,330,164.1,45.2,143.0,-3.0
147,,D.K. MetcalfD. Metcalf SEA,WR58,11,68,308,157.5,33.4,137.0,-10.0
148,,DaeSean HamiltonD. Hamilton DEN,WR59,10,106,275,153.7,30.2,216.0,+68.0
149,,Sam DarnoldS. Darnold NYJ,QB22,4,106,282,165.8,23.4,187.0,+38.0
150,,Damien HarrisD. Harris NE,RB55,10,70,263,157.6,34.1,164.0,+14.0
151,,Adam HumphriesA. Humphries TEN,WR60,11,80,265,161.7,30.2,180.0,+29.0
152,,Kyle RudolphK. Rudolph MIN,TE15,12,92,274,172.1,39.8,152.0,0.0
153,,Kenny StillsK. Stills HOU,WR61,10,93,301,161.9,36.0,193.0,+40.0
154,,Devin FunchessD. Funchess IND,WR62,6,87,286,164.8,37.4,215.0,+61.0
155,,Marquise GoodwinM. Goodwin SF,WR63,4,108,293,169.3,36.4,183.0,+28.0
156,,Jack DoyleJ. Doyle IND,TE16,6,86,325,176.0,49.7,184.0,+28.0
157,,Darwin ThompsonD. Thompson KC,RB56,12,77,292,154.7,40.8,160.0,+3.0
158,,C.J. AndersonC. Anderson FA,RB57,,91,266,164.7,30.5,197.0,+39.0
159,,Jordan ReedJ. Reed WAS,TE17,10,86,317,180.1,50.5,163.0,+4.0
Tier 10,
160,,Alexander MattisonA. Mattison MIN,RB58,12,83,272,162.4,35.2,159.0,-1.0
161,,Tony PollardT. Pollard DAL,RB59,8,70,329,160.8,46.7,121.0,-40.0
162,,Jalen RichardJ. Richard OAK,RB60,6,75,257,164.5,36.5,186.0,+24.0
163,,Jimmy GrahamJ. Graham GB,TE18,11,52,291,184.7,46.1,157.0,-6.0
164,,Frank GoreF. Gore BUF,RB61,6,75,257,168.6,38.8,212.0,+48.0
165,,Greg OlsenG. Olsen CAR,TE19,7,85,325,183.5,43.9,139.0,-26.0
166,,Devante ParkerD. Parker MIA,WR64,5,94,271,174.2,38.4,232.0,+66.0
167,,Deebo SamuelD. Samuel SF,WR65,4,81,271,171.7,40.2,195.0,+28.0
168,,Chicago (CHI)CHI DST,DST1,6,119,236,166.4,13.1,84.0,-84.0
169,,Matthew StaffordM. Stafford DET,QB23,5,112,288,184.3,24.5,179.0,+10.0
170,,Kareem HuntK. Hunt CLE,RB62,7,77,272,173.8,38.8,110.0,-60.0
171,,Tre'Quan SmithT. Smith NO,WR66,9,80,277,178.3,32.4,188.0,+17.0
172,,Jamaal WilliamsJ. Williams GB,RB63,11,77,255,172.8,33.8,235.0,+63.0
173,,Jacksonville (JAC)JAC DST,DST2,10,118,240,170.2,12.7,122.0,-51.0
174,,Los Angeles (LAR)LAR DST,DST3,9,138,271,171.5,13.3,113.0,-61.0
175,,Minnesota (MIN)MIN DST,DST4,12,122,286,173.3,13.8,136.0,-39.0
176,,Baltimore (BAL)BAL DST,DST5,8,120,323,174.4,20.9,144.0,-32.0
177,,Derek CarrD. Carr OAK,QB24,6,99,290,191.1,25.1,174.0,-3.0
178,,Greg ZuerleinG. Zuerlein LAR,K1,9,131,237,179.3,9.6,120.0,-58.0
179,,Mike DavisM. Davis CAR,RB64,7,83,368,181.6,38.1,237.0,+58.0
180,,Quincy EnunwaQ. Enunwa NYJ,WR67,4,97,292,184.5,34.4,268.0,+88.0
181,,Cleveland (CLE)CLE DST,DST6,7,124,236,176.1,13.6,151.0,-30.0
182,,T.J. HockensonT. Hockenson DET,TE20,5,74,389,199.4,60.2,150.0,-32.0
183,,New Orleans (NO)NO DST,DST7,9,128,286,181.1,17.5,166.0,-17.0
184,,Justin TuckerJ. Tucker BAL,K2,8,133,255,181.3,10.9,127.0,-57.0
185,,Harrison ButkerH. Butker KC,K3,12,119,216,181.4,8.1,142.0,-43.0
186,,Los Angeles (LAC)LAC DST,DST8,12,131,343,176.7,24.0,147.0,-39.0
187,,Darren WallerD. Waller OAK,TE21,6,81,326,186.2,63.9,177.0,-10.0
188,,Ty MontgomeryT. Montgomery NYJ,RB65,4,99,290,183.1,43.4,205.0,+17.0
189,,Stephen GostkowskiS. Gostkowski NE,K4,10,135,244,184.1,10.1,158.0,-31.0
190,,Chase EdmondsC. Edmonds ARI,RB66,12,102,256,187.6,30.0,262.0,+72.0
191,,Wil LutzW. Lutz NO,K5,9,156,244,184.8,7.0,155.0,-36.0
192,,Malcolm BrownM. Brown LAR,RB67,9,95,270,186.8,36.2,234.0,+42.0
193,,Denver (DEN)DEN DST,DST9,10,127,249,183.4,17.9,161.0,-32.0
194,,Houston (HOU)HOU DST,DST10,10,155,314,184.1,21.7,176.0,-18.0
195,,Andy DaltonA. Dalton CIN,QB25,9,127,293,200.3,23.3,226.0,+31.0
196,,Jacoby BrissettJ. Brissett IND,QB26,6,104,294,187.7,29.5,217.0,+21.0
197,,Trey QuinnT. Quinn WAS,WR68,10,103,333,191.2,49.0,278.0,+81.0
198,,Ka'imi FairbairnK. Fairbairn HOU,K6,10,138,281,189.2,16.6,173.0,-25.0
199,,New England (NE)NE DST,DST11,10,145,265,188.2,20.0,171.0,-28.0
200,,Nick FolesN. Foles JAC,QB27,10,122,363,206.5,29.7,196.0,-4.0
201,,Mason CrosbyM. Crosby GB,K7,11,158,255,192.7,16.3,206.0,+5.0
202,,T.J. YeldonT. Yeldon BUF,RB68,6,99,302,191.7,34.6,243.0,+41.0
203,,Jake ElliottJ. Elliott PHI,K8,10,159,253,191.3,11.8,201.0,-2.0
204,,Buffalo (BUF)BUF DST,DST12,6,149,345,193.3,29.1,207.0,+3.0
205,,Chris Herndon IVC. Herndon NYJ,TE22,4,105,376,219.8,46.6,220.0,+15.0
206,,Zay JonesZ. Jones OAK,WR69,6,110,323,203.8,40.8,240.0,+34.0
207,,Dallas (DAL)DAL DST,DST13,8,134,302,199.3,28.1,170.0,-37.0
Tier 11,
208,,Robbie GouldR. Gould SF,K9,4,162,308,200.1,26.2,181.0,-27.0
209,,Marquise BrownM. Brown BAL,WR70,8,79,315,201.8,44.0,185.0,-24.0
210,,Brett MaherB. Maher FA,K10,,160,309,200.7,26.1,190.0,-20.0
211,,Michael BadgleyM. Badgley LAC,K11,12,163,308,202.5,27.3,182.0,-29.0
212,,Philadelphia (PHI)PHI DST,DST14,10,127,318,206.7,26.8,162.0,-50.0
213,,Parris CampbellP. Campbell IND,WR71,6,94,318,205.7,44.3,230.0,+17.0
214,,Mecole HardmanM. Hardman KC,WR72,12,105,350,211.5,48.5,169.0,-45.0
215,,Marcus MariotaM. Mariota TEN,QB28,11,142,362,220.1,24.3,213.0,-2.0
216,,Dallas GoedertD. Goedert PHI,TE23,10,109,352,227.1,45.6,202.0,-14.0
217,,Noah FantN. Fant DEN,TE24,10,86,334,227.8,46.1,194.0,-23.0
218,,Rex BurkheadR. Burkhead NE,RB69,10,95,263,197.6,33.0,258.0,+40.0
219,,Ryquell ArmsteadR. Armstead JAC,RB70,10,118,283,200.1,31.9,267.0,+48.0
220,,Matt PraterM. Prater DET,K12,5,161,353,212.0,34.8,214.0,-6.0
221,,Cole BeasleyC. Beasley BUF,WR73,6,107,355,214.3,51.3,199.0,-22.0
222,,Seattle (SEA)SEA DST,DST15,11,131,313,215.0,31.7,178.0,-44.0
223,,Randall CobbR. Cobb DAL,WR74,8,115,333,219.8,38.2,209.0,-14.0
224,,Taylor GabrielT. Gabriel CHI,WR75,6,115,343,217.4,38.5,247.0,+23.0
225,,Joe FlaccoJ. Flacco DEN,QB29,10,131,385,229.1,25.3,223.0,-2.0
226,,Ted GinnT. Ginn NO,WR76,9,137,351,224.7,35.9,210.0,-16.0
227,,Dare OgunbowaleD. Ogunbowale TB,RB71,7,78,379,169.8,46.5,260.0,+33.0
228,,Gus EdwardsG. Edwards BAL,RB72,8,91,283,210.4,32.8,273.0,+45.0
229,,Pittsburgh (PIT)PIT DST,DST16,7,168,307,225.2,29.6,191.0,-38.0
230,,Marqise LeeM. Lee JAC,WR77,10,104,377,229.9,44.2,249.0,+19.0
231,,D.J. CharkD. Chark JAC,WR78,10,128,294,227.3,35.3,315.0,+84.0
232,,Robert FosterR. Foster BUF,WR79,6,115,355,218.8,57.9,292.0,+60.0
233,,Rashard HigginsR. Higgins CLE,WR80,7,107,317,224.5,47.4,252.0,+19.0
234,,Tyler EifertT. Eifert CIN,TE25,9,116,357,252.2,46.3,211.0,-23.0
235,,A.J. BrownA. Brown TEN,WR81,11,80,315,230.2,36.2,257.0,+22.0
236,,Ryan FitzpatrickR. Fitzpatrick MIA,QB30,5,146,396,242.0,25.9,282.0,+46.0
237,,Eli ManningE. Manning NYG,QB31,11,135,395,241.6,23.2,245.0,+8.0
238,,Nelson AgholorN. Agholor PHI,WR82,10,101,338,237.2,30.1,239.0,+1.0
239,,N'Keal HarryN. Harry NE,WR83,10,66,385,224.5,72.6,168.0,-71.0
240,,Paul RichardsonP. Richardson WAS,WR84,10,130,346,234.8,41.7,244.0,+4.0
241,,Kansas City (KC)KC DST,DST17,12,170,329,245.8,39.1,189.0,-52.0
242,,David MooreD. Moore SEA,WR85,11,126,335,238.0,38.2,285.0,+43.0
243,,Mike GesickiM. Gesicki MIA,TE26,5,129,351,254.4,43.0,251.0,+8.0
244,,Tennessee (TEN)TEN DST,DST18,11,153,307,239.6,31.9,219.0,-25.0
245,,Andy IsabellaA. Isabella ARI,WR86,12,117,376,239.5,42.5,246.0,+1.0
246,,Indianapolis (IND)IND DST,DST19,6,159,318,248.4,37.5,224.0,-22.0
247,,Willie SneadW. Snead BAL,WR87,8,125,340,241.8,35.7,280.0,+33.0
248,,Jason MyersJ. Myers SEA,K13,11,176,332,250.5,35.5,200.0,-48.0
249,,Adam VinatieriA. Vinatieri IND,K14,6,166,324,246.7,34.9,203.0,-46.0
250,,Miles BoykinM. Boykin BAL,WR88,8,115,350,234.0,55.3,270.0,+20.0
251,,John RossJ. Ross CIN,WR89,9,136,333,246.5,39.8,288.0,+37.0
Tier 12,
252,,Dwayne HaskinsD. Haskins WAS,QB32,10,161,388,249.4,26.2,265.0,+13.0
253,,Josh RosenJ. Rosen MIA,QB33,5,143,392,253.7,25.3,309.0,+56.0
254,,Case KeenumC. Keenum WAS,QB34,10,145,336,255.6,23.2,318.0,+64.0
255,,Danny AmendolaD. Amendola DET,WR90,5,152,384,249.0,39.3,253.0,-2.0
256,,Corey ClementC. Clement PHI,RB73,10,130,332,236.4,26.0,430.0,+174.0
257,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR91,10,110,351,250.8,47.4,261.0,+4.0
258,,Dontrell HilliardD. Hilliard CLE,RB74,7,106,313,218.4,33.0,297.0,+39.0
259,,Carolina (CAR)CAR DST,DST20,7,175,318,266.9,32.0,229.0,-30.0
260,,Gerald EverettG. Everett LAR,TE27,9,123,348,272.5,42.1,266.0,+6.0
261,,Benny Snell Jr.B. Snell PIT,RB75,7,77,359,236.8,28.9,304.0,+43.0
262,,Chris BoswellC. Boswell PIT,K15,7,182,332,271.5,36.1,227.0,-35.0
263,,Theo RiddickT. Riddick DEN,RB76,10,106,326,223.1,30.7,349.0,+86.0
264,,Terry McLaurinT. McLaurin WAS,WR92,10,87,384,253.0,53.7,345.0,+81.0
265,,Devontae BookerD. Booker DEN,RB77,10,139,330,243.4,26.0,426.0,+161.0
266,,Antonio CallawayA. Callaway FA,WR93,,131,368,261.7,45.6,279.0,+13.0
267,,Daniel JonesD. Jones NYG,QB35,11,162,391,259.8,28.4,254.0,-13.0
268,,Aldrick RosasA. Rosas NYG,K16,11,140,332,270.4,30.8,221.0,-47.0
269,,Wayne GallmanW. Gallman NYG,RB78,11,136,308,244.3,21.8,291.0,+22.0
270,,Jason WittenJ. Witten DAL,TE28,8,128,354,281.5,43.4,192.0,-78.0
271,,Green Bay (GB)GB DST,DST21,11,132,330,275.3,38.3,218.0,-53.0
272,,Dexter WilliamsD. Williams GB,RB79,11,127,334,235.9,31.3,347.0,+75.0
273,,Matt BryantM. Bryant FA,K17,,173,332,246.1,51.0,228.0,-45.0
274,,Dan BaileyD. Bailey MIN,K18,12,185,343,275.2,35.4,242.0,-32.0
275,,Atlanta (ATL)ATL DST,DST22,9,175,321,277.9,34.1,241.0,-34.0
276,,Phillip DorsettP. Dorsett NE,WR94,10,189,389,271.4,35.2,250.0,-26.0
277,,Chris ConleyC. Conley JAC,WR95,10,147,349,271.9,37.7,321.0,+44.0
278,,KeeSean JohnsonK. Johnson ARI,WR96,12,134,361,253.9,52.3,310.0,+32.0
279,,Hunter RenfrowH. Renfrow OAK,WR97,6,110,353,243.4,59.4,259.0,-20.0
280,,Josh ReynoldsJ. Reynolds LAR,WR98,9,180,349,272.4,30.9,385.0,+105.0
281,,Jordan WilkinsJ. Wilkins IND,RB80,6,153,336,251.0,29.5,480.0,+199.0
282,,Demaryius ThomasD. Thomas NYJ,WR99,4,134,375,272.1,46.2,208.0,-74.0
283,,Ian ThomasI. Thomas CAR,TE29,7,183,366,295.0,37.9,281.0,-2.0
284,,Preston WilliamsP. Williams MIA,WR100,5,89,374,247.4,60.0,274.0,-10.0
285,,Breshad PerrimanB. Perriman TB,WR101,7,137,379,279.8,35.1,333.0,+48.0
286,,Washington (WAS)WAS DST,DST23,10,129,345,290.6,39.2,255.0,-31.0
287,,Josh LamboJ. Lambo JAC,K19,10,141,353,294.9,37.4,271.0,-16.0
288,,Brandon McManusB. McManus DEN,K20,10,185,341,293.2,30.9,231.0,-57.0
289,,Cameron BrateC. Brate TB,TE30,7,162,384,297.1,39.5,323.0,+34.0
